X=-0.78, Y=-0.39, Roll=1.0, Pitch=-2.0, Yaw=36.8, State=SEARCH, Goal=True, Color=
X=-0.84, Y=0.54, Roll=-2.3, Pitch=-2.9, Yaw=43.0, State=GOAL, Goal=False, Color=青
X=-0.25, Y=0.39, Roll=-4.8, Pitch=3.4, Yaw=100.6, State=SEARCH, Goal=False, Color=
X=0.29, Y=0.53, Roll=2.9, Pitch=2.0, Yaw=69.4, State=APPROACH, Goal=True, Color=青
X=-0.61, Y=0.80, Roll=-3.0, Pitch=2.8, Yaw=192.5, State=GOAL, Goal=False, Color=青
X=-0.37, Y=-0.01, Roll=-3.1, Pitch=0.8, Yaw=326.2, State=SEARCH, Goal=True, Color=緑
X=0.26, Y=0.66, Roll=0.2, Pitch=2.3, Yaw=297.9, State=GOAL, Goal=False, Color=緑
X=0.10, Y=0.73, Roll=2.8, Pitch=-2.3, Yaw=266.4, State=APPROACH, Goal=True, Color=青
X=0.62, Y=-0.16, Roll=1.8, Pitch=0.7, Yaw=200.0, State=APPROACH, Goal=False, Color=
X=1.60, Y=0.05, Roll=-4.6, Pitch=-4.5, Yaw=155.4, State=APPROACH, Goal=True, Color=
X=1.06, Y=-0.37, Roll=-2.1, Pitch=-4.8, Yaw=250.9, State=APPROACH, Goal=False, Color=
X=1.97, Y=0.22, Roll=1.0, Pitch=-2.9, Yaw=138.4, State=APPROACH, Goal=True, Color=赤
X=2.37, Y=1.16, Roll=1.3, Pitch=-1.2, Yaw=0.3, State=APPROACH, Goal=True, Color=緑
X=2.34, Y=1.97, Roll=4.3, Pitch=1.2, Yaw=117.5, State=SEARCH, Goal=True, Color=
X=1.57, Y=1.10, Roll=2.4, Pitch=2.3, Yaw=102.6, State=GOAL, Goal=True, Color=赤
X=2.02, Y=0.49, Roll=0.7, Pitch=2.4, Yaw=135.2, State=SEARCH, Goal=True, Color=赤
X=0.69, Y=-0.06, Roll=4.6, Pitch=2.9, Yaw=171.8, State=APPROACH, Goal=False, Color=緑
X=1.59, Y=0.36, Roll=-2.0, Pitch=4.3, Yaw=31.6, State=SEARCH, Goal=True, Color=緑
X=1.18, Y=-0.08, Roll=-4.4, Pitch=3.9, Yaw=287.1, State=SEARCH, Goal=True, Color=青
X=0.20, Y=0.47, Roll=1.2, Pitch=-0.7, Yaw=135.0, State=SEARCH, Goal=False, Color=青
X=0.42, Y=0.30, Roll=1.7, Pitch=-2.9, Yaw=31.2, State=SEARCH, Goal=True, Color=赤
X=-0.09, Y=-0.37, Roll=-1.4, Pitch=3.9, Yaw=33.6, State=APPROACH, Goal=False, Color=赤
X=-0.71, Y=-0.27, Roll=-1.3, Pitch=-0.3, Yaw=121.8, State=APPROACH, Goal=True, Color=
